1.2226736811189706e-09,1.171310372911167e-09,-1.9067252239926154e-09
1.138764417893695e-09,1.5371276315135145e-09,-1.686106237749237e-09
1.318024453812232e-10,2.1340538555944682e-09,-1.3895834832113954e-09
-2.0360142310296743e-09,-1.458997773096765e-09,4.779869759139111e-10
2.5431069441338524e-09,-1.838294736821903e-10,3.624631434928077e-11
5.010578464250806e-10,1.8120475185970432e-09,1.7227666193893354e-09
-2.546117653153039e-09,1.2522561688877604e-10,6.405810781849525e-11
1.4932876009817209e-09,-1.8194388240155917e-09,-9.80935526127491e-10
-5.303988373954086e-11,-9.649195859285867e-10,2.3597917203482815e-09
1.3917256199839403e-09,1.6482671754286153e-09,-1.3597114094854431e-09
1.0006615141124784e-10,1.918901050931758e-09,1.6763965885418448e-09
-2.2154763032675148e-10,-8.940749528153231e-10,-2.3778239266701136e-09
-8.332071183443926e-10,-2.3662935242197693e-09,4.5707860940522974e-10
-2.3988279180085936e-09,8.359795062483126e-10,-2.2195243840828194e-10
-2.2561418610494213e-09,1.1882344492479844e-09,-2.05620145120169e-11
-2.1927228355236795e-09,9.70703469423901e-10,-8.672954173875223e-10
-1.0287803282326675e-09,-2.934201909521047e-10,2.3147387817598588e-09
-6.214119969889172e-10,1.8486660564583313e-10,-2.466205885183805e-09
-1.650145297691162e-10,9.845668577686219e-10,2.3464650663388753e-09
9.747671081238475e-10,2.093168462085752e-09,1.0821159245891534e-09
-2.3811831338234294e-10,3.6371429481251035e-10,-2.51267020927558e-09
3.502618050222596e-10,-2.3611537925205943e-09,-8.970894247555053e-10
-1.9485417557640105e-09,-1.0335669608698293e-09,1.2796188352171182e-09
-2.494064962149262e-09,5.301193838348913e-10,3.336770087848564e-11
-1.5925662232871553e-09,-1.062185737458387e-09,-1.684634762666635e-09
-1.8917900856320363e-09,-2.5337750564415254e-10,-1.6909849530784954e-09
1.5081773390638917e-09,-3.8430789352357393e-10,-2.0199526125406092e-09
-1.5671531405194327e-09,1.986332862736161e-09,-3.178250974584115e-10
1.4149788432093568e-10,-2.524374109960845e-10,2.5335259426858635e-09
7.377365764436725e-10,-2.2573331274472464e-09,-9.288120883722418e-10
-2.1363897010433934e-09,3.6504540995806e-10,-1.3435329895258509e-09
1.832504768197557e-09,-1.862997118195719e-10,-1.7634394494592556e-09
-6.282112374144407e-10,1.9765682884158275e-09,-1.4835863447791453e-09
2.0518771797806718e-10,-2.5361436396594385e-09,1.6844417296519688e-10
-1.037117758601366e-09,1.9219216249027844e-09,-1.316474087297095e-09
5.933762930220786e-11,-1.3388289165695178e-09,2.1694506627038295e-09
4.467172202437204e-10,5.8021523698807207e-11,2.509895859976145e-09
8.49273218199353e-10,-2.3257570717464533e-10,-2.393145114965143e-09
1.0369392225927416e-09,-2.283836274874669e-09,4.597270040092918e-10
1.2678956335987234e-09,9.276410744801253e-10,2.0085872396385106e-09
2.433297037556465e-09,4.157611244918385e-10,-6.393029128513452e-10
-1.1375782162791878e-09,-2.179640263847419e-09,6.764496448829104e-10
9.352520502897337e-10,5.934191511514866e-10,-2.296879908370374e-09
2.863151396432554e-10,1.5771744711746472e-09,1.9831904417594483e-09
-2.427676283454794e-09,-1.776691150013655e-10,-7.59816786025257e-10
1.8264347847528661e-09,-9.280154254299814e-10,-1.5183620606458665e-09
-7.120290133124128e-10,1.4638282165453927e-09,-1.9628351017461674e-09
1.5645509706684593e-09,9.069435731753935e-10,-1.7978135652108732e-09
-1.989216782014011e-09,1.4648502553515155e-09,6.322422981345222e-10
-9.570229519058744e-10,7.783594446638665e-10,-2.231762452508762e-09
-1.7533605993113052e-09,-6.984060410716576e-10,-1.7147756735437192e-09
1.3934996757724484e-09,-2.0412717207202036e-09,-6.275893687834919e-10
-2.440588053304941e-09,2.3447829796672086e-10,-7.00749514340059e-10
-2.0573491707326177e-09,5.407071574767419e-10,1.4062183897031185e-09
-6.0456040769975e-10,6.143541720400722e-10,-2.3999115951923877e-09
-2.0557165942018003e-09,-1.2491717316544036e-09,8.462264880981279e-10
-2.0679444176328974e-09,1.4663663773855267e-09,-2.754551376434735e-10
-2.4738789231031154e-09,4.480421322282273e-10,4.262409196388285e-10
-1.599260614106834e-09,-4.0985497717381795e-10,-1.9434207948492482e-09
-1.258719181468034e-10,-2.51338278353513e-09,4.1178057706896144e-10
-1.903697230114501e-10,-2.542704599248016e-09,-3.02107517869202e-11
8.712631407486548e-10,1.0654577258133725e-09,2.1466719297734775e-09
1.5502635729846e-09,-1.2479012921535732e-09,-1.5943416256619732e-09
-1.765286035812713e-09,-1.773102593637518e-09,4.923133191378666e-10
2.5382819482404837e-09,2.2152266427970661e-10,1.0272516949080497e-10
6.2936226433146e-10,-2.448677391315126e-09,3.3223812770018786e-10
1.827795455349417e-09,-4.895895592786724e-10,1.7093758617838658e-09
-1.7979685595009116e-09,-1.5957864342618086e-09,8.504555927690755e-10
1.75624696084445e-09,1.5677909369388577e-09,9.798613119095036e-10
-1.368960462990384e-09,-7.233223455366728e-10,-2.0261421557275984e-09
1.597408275604366e-09,1.7235293595646838e-09,-9.900673450575163e-10
-6.991589893316045e-10,-2.3733052975353567e-09,-6.173318980317009e-10
-2.145731846650857e-09,-1.3760873547765182e-09,6.869086032705057e-11
2.263790393303742e-09,-3.1948812076802857e-11,1.1733423748388922e-09
-1.3612409762271508e-09,-1.4319080723916339e-09,-1.6121917618136588e-09
-9.103905697667631e-10,1.150387517029446e-09,-2.0857366974626914e-09
3.642096521348538e-10,-1.087589631506808e-09,2.2774986548252216e-09
2.2449412661663185e-09,-4.641559181129689e-10,1.1168249617304737e-09
2.354135938519269e-09,9.798374967999366e-10,2.1504949124227794e-11
-1.3994045741178278e-09,-2.0685248607243885e-09,-5.151424448667085e-10
5.032521045697198e-10,-3.005501644303947e-11,-2.4996667808395495e-09
3.9948328624514174e-10,-2.1176906170316407e-09,1.3631946135995885e-09
2.252644671193285e-09,1.1511601035358253e-09,-3.2081521374754683e-10
2.042388986196125e-10,9.77851021406066e-10,-2.346187088069867e-09
-1.721947044510597e-09,1.2439068174687864e-09,1.410706987774533e-09
2.042692466397525e-09,1.735124567514957e-10,1.5165094510338068e-09
-1.7269799104876591e-09,-1.5888668582343522e-09,-9.97768758569107e-10
8.769747440192733e-10,-1.0727213867646189e-09,-2.1407204686110056e-09
-1.900225377655734e-09,6.17464524993816e-10,-1.5844182132528285e-09
-5.658641199991972e-10,1.0371652362197128e-09,-2.2597756681747956e-09
-2.2482541298849635e-09,2.375681327156427e-10,1.1795824472130845e-09
2.5769313314253054e-10,2.523081734557058e-09,2.6486375719553254e-10
-2.2910060593610366e-09,5.320894081958943e-10,-9.852269269852293e-10
2.071402954928019e-09,-2.4986711320283675e-10,1.4660682876507327e-09
1.2428360923274598e-09,-3.839240395264447e-11,-2.2262938869176607e-09
-2.2157813692312002e-09,1.183441618416544e-09,4.384961340394438e-10
8.327875730236263e-10,-2.386660682097752e-09,-3.3588040542150356e-10
1.2253048050533723e-09,-1.525847401461649e-09,-1.6349060652422362e-09
-1.1659118655838976e-09,-9.405612689085792e-10,2.0636118872306775e-09
6.80102298953438e-10,2.435054099048853e-09,3.323738823428045e-10
3.181023261930061e-10,2.114966484429353e-09,1.3886063804444876e-09
