500,4.406678229001151,4.3448569639093917e-10
500,4.0223740524954295,4.3448569639093917e-10
500,3.9905608206085197,4.3448569639093917e-10
500,4.370219771126376,4.3448569639093917e-10
500,4.054576534072272,4.3448569639093917e-10
500,4.042014799080454,4.3448569639093917e-10
500,4.054645070276873,4.3448569639093917e-10
500,4.069211077680207,4.3448569639093917e-10
500,4.3729548214297855,4.3448569639093917e-10
500,nan,4.3448569639093917e-10
500,4.372145827131838,4.3448569639093917e-10
500,4.371814664423753,4.3448569639093917e-10
