1000,1,14.179980174795448,501
1000,2,42.91506340189637,501
1000,3,44.684055089221836,502
1000,4,81.39594036766776,502
1000,5,126.13853756654925,503
1000,6,191.63353260868567,503
1000,7,204.4264797889583,504
1000,8,215.8430748593439,504
1000,9,188.0491450360626,505
1000,10,299.3843419361599,505
1000,1,16.523943490560306,9
1000,2,39.79242269088082,19
1000,3,45.272929208131,29
1000,4,82.27823774570672,39
1000,5,110.32741121944927,49
1000,6,166.2698744452874,59
1000,7,175.40172677663142,69
1000,8,206.26539583062342,79
1000,9,252.39582444822534,89
1000,10,300.2022275988776,99
1000,1,11.458453953732445,0
1000,2,40.82052777110809,1
1000,3,52.99759235042171,2
1000,4,81.55697953560735,3
1000,5,129.0506976605628,4
1000,6,146.20637791684666,5
1000,7,185.31229882458163,6
1000,8,334.9240361793221,7
1000,9,268.4292716046456,8
1000,10,372.8603329885317,9
