300,1,6.862864602970435,151
300,2,22.92645588699498,151
300,3,28.69281623245297,152
300,4,38.486799894513766,152
300,5,66.52136603352412,153
300,6,99.52781999318876,153
300,7,116.81128830119088,154
300,8,93.3770455826016,154
300,9,121.92562314626905,155
300,10,197.78868273862423,155
300,1,8.495901060186739,2
300,2,21.677118789167753,12
300,3,24.755670254538323,22
300,4,44.38735444183001,32
300,5,58.95261617592132,42
300,6,113.88872971930017,52
300,7,99.36761334775397,62
300,8,93.89955313539083,72
300,9,155.79945099832744,82
300,10,171.8342435995766,92
300,1,6.302860522269468,0
300,2,22.566832569386907,1
300,3,30.09175240599009,2
300,4,45.19123214501718,3
300,5,64.72505946935262,4
300,6,103.37568325854517,5
300,7,95.3231671798191,6
300,8,109.97452602906162,7
300,9,122.25956787929718,8
300,10,134.76545186194116,9
