900,1,16.126866603113513,451
900,2,36.70158340799024,451
900,3,43.41680868272592,452
900,4,76.28994305557643,452
900,5,139.62294500205334,453
900,6,149.05450395962507,453
900,7,194.06162792255725,454
900,8,192.0946282046901,454
900,9,212.28724269806725,455
900,10,233.20622251957283,455
900,1,11.882075540482408,8
900,2,38.51575684078154,18
900,3,43.81673615681055,28
900,4,71.87580169271021,38
900,5,157.9951240085792,48
900,6,165.64277616426054,58
900,7,167.74861805472855,68
900,8,224.32889222457962,78
900,9,178.9355557661258,88
900,10,234.0015107777374,98
900,1,13.089266332445888,0
900,2,38.04025623243012,1
900,3,42.98497827663053,2
900,4,79.25280202486064,3
900,5,123.5531902389205,4
900,6,193.87138730518197,5
900,7,193.81025389866997,6
900,8,205.42330423090726,7
900,9,295.69459061710273,8
900,10,333.75520987766294,9
