300,1,6.068596575084006,151
300,2,22.51319215254192,151
300,3,29.859944653398962,152
300,4,44.61089501063481,152
300,5,67.24308162289299,153
300,6,95.77936117434042,153
300,7,85.19999430440066,154
300,8,99.00142866322217,154
300,9,107.322000042125,155
300,10,150.9131244626299,155
300,1,6.310680323665962,2
300,2,22.25331046243678,12
300,3,29.9443837167583,22
300,4,46.28320217972861,32
300,5,76.49570591165379,42
300,6,106.35669909948598,52
300,7,124.74208922167317,62
300,8,103.10342105848963,72
300,9,132.14839752330468,82
300,10,171.83777351823713,92
300,1,7.737021662746037,0
300,2,21.029133930661157,1
300,3,24.824953217913922,2
300,4,48.2886084649239,3
300,5,88.09812849218184,4
300,6,87.86568663259644,5
300,7,110.34239774283992,6
300,8,101.38392151370137,7
300,9,116.90460990933889,8
300,10,156.56266650248,9
