1000,1,13.051800644824313,501
1000,2,40.11705567244971,501
1000,3,68.17834700734048,502
1000,4,80.07328551563349,502
1000,5,104.71099809815713,503
1000,6,169.7352441621626,503
1000,7,233.38916475699105,504
1000,8,227.44163092699307,504
1000,9,190.41575987348367,505
1000,10,405.6891033973047,505
1000,1,10.080213337842869,9
1000,2,40.18277447922384,19
1000,3,46.08613178307588,29
1000,4,80.83394033553387,39
1000,5,111.81634487888124,49
1000,6,179.89994842224468,59
1000,7,267.81893608424787,69
1000,8,211.466706095251,79
1000,9,193.68367739010907,89
1000,10,279.7944333535801,99
1000,1,9.717346140658105,0
1000,2,40.068504693157,1
1000,3,44.70696173735887,2
1000,4,92.11605016988274,3
1000,5,105.3778604842946,4
1000,6,209.1152303778099,5
1000,7,175.64595989237648,6
1000,8,237.99595526285623,7
1000,9,188.04610218955577,8
1000,10,316.3427493125605,9
