1000,1,14.247245150779307,501
1000,2,40.423998546198874,501
1000,3,58.46302234435321,502
1000,4,81.43851794271278,502
1000,5,143.22354358141962,503
1000,6,167.12616312491366,503
1000,7,176.20427078564407,504
1000,8,169.8710485700784,504
1000,9,203.15709809811952,505
1000,10,229.68917352313562,505
1000,1,11.302892384333468,9
1000,2,40.08897271631659,19
1000,3,45.091636012016316,29
1000,4,103.09452387420751,39
1000,5,114.08607591816084,49
1000,6,217.60221726788964,59
1000,7,203.88658669556233,69
1000,8,200.493089127584,79
1000,9,232.78740096390152,89
1000,10,290.99115817323315,99
1000,1,11.979730216790745,0
1000,2,41.72961325186336,1
1000,3,45.53500399934374,2
1000,4,75.44615653940437,3
1000,5,145.09442486570381,4
1000,6,149.42723005944802,5
1000,7,189.77754609026059,6
1000,8,195.17924376227603,7
1000,9,390.9080925522567,8
1000,10,309.7776282193212,9
