100,1,3.988460193275365,51
100,2,12.989488758522386,51
100,3,14.547446228548113,52
100,4,27.726300872396916,52
100,5,38.726453110063865,53
100,6,46.62843771684352,53
100,7,53.90847266463552,54
100,8,49.152095171669174,54
100,9,76.63314830075434,55
100,10,90.30178570936697,55
100,1,3.9510114894747788,0
100,2,12.334155449519226,10
100,3,19.321412632608222,20
100,4,22.07371793352711,30
100,5,35.61541393942674,40
100,6,47.57531612865707,50
100,7,55.09304926223172,60
100,8,57.13427921455188,70
100,9,58.04610384963572,80
100,10,93.69101707284705,90
100,1,3.9510114894747788,0
100,2,11.96633471195828,1
100,3,22.63182267725121,2
100,4,26.29669302898991,3
100,5,37.72549180583615,4
100,6,52.1403137960343,5
100,7,55.68146831580175,6
100,8,61.94314727270484,7
100,9,57.21907931779676,8
100,10,68.88008261887316,9
