200,1,5.408083760707257,101
200,2,16.221670903465007,101
200,3,29.41925199101988,102
200,4,36.48130523194967,102
200,5,65.34315615384489,103
200,6,113.35442799323069,103
200,7,87.8240205975141,104
200,8,79.58567027842814,104
200,9,87.15801678293992,105
200,10,129.48193383071313,105
200,1,7.090362535823411,1
200,2,18.803225393930184,11
200,3,25.912564886703006,21
200,4,40.660677029690376,31
200,5,68.65709758548518,41
200,6,82.90226367669896,51
200,7,78.9576949188945,61
200,8,104.47592975203256,71
200,9,83.15879848161731,81
200,10,146.8159169686755,91
200,1,5.923799130134518,0
200,2,17.35754514927271,1
200,3,25.612834026416806,2
200,4,37.82360418139499,3
200,5,52.99764466127323,4
200,6,84.75725394846006,5
200,7,92.76861402775333,6
200,8,97.37450480536648,7
200,9,102.14196740073638,8
200,10,108.87491553561256,9
