1000,1,9.222651712989228,501
1000,2,40.16835701601615,501
1000,3,45.263262476528205,502
1000,4,83.12810624642705,502
1000,5,101.20410529990903,503
1000,6,211.0171640272132,503
1000,7,197.91536021283176,504
1000,8,215.16165576730327,504
1000,9,192.18712270323596,505
1000,10,321.60095734995144,505
1000,1,17.009372674442925,9
1000,2,40.213360382948686,19
1000,3,71.58953289965251,29
1000,4,79.55553283880397,39
1000,5,101.4031817466058,49
1000,6,183.2847027219944,59
1000,7,245.8940047397828,69
1000,8,182.65640036041148,79
1000,9,232.56594246019955,89
1000,10,406.673948295984,99
1000,1,17.938807073707796,0
1000,2,40.679098777383835,1
1000,3,56.59083402432644,2
1000,4,71.10624069712898,3
1000,5,127.18750453381413,4
1000,6,173.48245392172456,5
1000,7,215.72080159894355,6
1000,8,218.65207246278558,7
1000,9,185.9370739122105,8
1000,10,358.2202580637907,9
